asource	atarget	count(*)
143	143	9
143	159	5
143	304	2
143	391	1
143	399	2
304	143	6
304	159	6
304	304	5
304	310	1
304	399	7
310	310	1
325	159	1
373	143	1
373	159	3
373	310	1
373	373	1
373	399	1
395	310	4
444	159	3
457	143	3
457	159	2
457	310	1
