asource	atarget	count(*)
143	143	2
143	159	6
143	173	1
143	304	2
143	399	6
207	159	4
304	159	7
304	304	5
304	373	1
304	399	5
373	143	1
373	159	2
373	399	2
399	399	2
457	159	1
457	304	3
