asource	atarget	count(*)
143	35	1
143	143	1
143	310	2
241	35	2
243	159	2
304	159	4
304	304	2
304	310	3
304	399	3
310	310	1
344	159	1
373	159	1
373	310	2
457	159	1
457	310	2
