native_author,native_creator,datetime,d_release,Year,Month,Day,event_url,row_type,weight,Event_object_native_name
143,304,"2006-12-11 14:33:34",2,2006,12,11,f4876646-c0a8-0169-2a8c-eeea58d52721,0,0.0297014851113843,"consume org.apache.httpclient dependency from Orbit"
143,304,"2006-12-11 14:33:34",2,2006,12,11,f4876646-c0a8-0169-2a8c-eeea58d52721,1,0.0297148611467894,"consume org.apache.httpclient dependency from Orbit"
304,304,"2006-12-12 11:57:00",2,2006,12,12,f4876646-c0a8-0169-2a8c-eeea58d52721,0,0.0202335982030039,"consume org.apache.httpclient dependency from Orbit"
304,304,"2006-12-12 11:57:00",2,2006,12,12,f4876646-c0a8-0169-2a8c-eeea58d52721,1,0.0202378254250709,"consume org.apache.httpclient dependency from Orbit"
304,143,"2006-12-12 11:57:00",2,2006,12,12,f4876646-c0a8-0169-2a8c-eeea58d52721,1,0.0276282058232044,"consume org.apache.httpclient dependency from Orbit"
143,143,"2006-12-12 12:23:04",2,2006,12,12,f4876646-c0a8-0169-2a8c-eeea58d52721,1,0.0273526587177791,"consume org.apache.httpclient dependency from Orbit"
373,373,"2006-12-12 13:25:28",2,2006,12,12,f486e9ad-c0a8-0169-2a8c-eeeaa124e8d6,0,0.00180085151293859,"bugzilla editor comment layout"
373,304,"2006-12-12 13:25:28",2,2006,12,12,f486e9ad-c0a8-0169-2a8c-eeeaa124e8d6,1,0.00180110183732576,"bugzilla editor comment layout"
373,373,"2006-12-12 13:25:28",2,2006,12,12,f486e9ad-c0a8-0169-2a8c-eeeaa124e8d6,1,0.00180124492670908,"bugzilla editor comment layout"
373,63,"2006-12-12 13:25:28",2,2006,12,12,f486e9ad-c0a8-0169-2a8c-eeeaa124e8d6,1,0.00180161771541567,"bugzilla editor comment layout"
380,380,"2006-12-13 10:51:14",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,0,0.99,"make Bugzilla URL link clickable"
457,380,"2006-12-13 11:38:11",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,0,0.144406341582916,"make Bugzilla URL link clickable"
304,380,"2006-12-13 12:25:51",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,0,0.10157185685643,"make Bugzilla URL link clickable"
304,457,"2006-12-13 12:25:51",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,1,0.142894191624432,"make Bugzilla URL link clickable"
373,380,"2006-12-13 13:09:40",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,0,0.0839707040383171,"make Bugzilla URL link clickable"
373,457,"2006-12-13 13:09:40",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,1,0.103214634958252,"make Bugzilla URL link clickable"
373,304,"2006-12-13 13:09:40",2,2006,12,13,f4876af4-c0a8-0169-2a8c-eeea2ed0df9f,1,0.149248115565993,"make Bugzilla URL link clickable"
457,457,"2006-12-13 15:09:55",2,2006,12,13,f4876c35-c0a8-0169-2a8c-eeeabfc68d72,0,0.99,"resolved bugs hyperlinks in comments should appear in a strikethrought font"
143,457,"2006-12-13 18:28:21",2,2006,12,13,f4876c35-c0a8-0169-2a8c-eeeabfc68d72,0,0.0701792392958253,"resolved bugs hyperlinks in comments should appear in a strikethrought font"
143,373,"2006-12-15 14:36:40",2,2006,12,15,f486e91a-c0a8-0169-2a8c-eeeadfafe55b,0,0.00176708815350495,"Bug reports show email address rather than proper names"
143,304,"2006-12-15 14:36:40",2,2006,12,15,f486e91a-c0a8-0169-2a8c-eeeadfafe55b,1,0.00185002136049901,"Bug reports show email address rather than proper names"
