"","inputfile","numberoftweets","linkpresencepercentage","hashpresencepercentage","mentionpresencepercentage","replytopresencepercentage","rtpresencepercentage","viapresencepercentage","mtpresencepercentage","deviceduplicatepercentage","numberofdevices","multipledeviceusers","numberofpeopleretweeted","numberofuniquetweeters","numberofuniquehashtags","numberofuniquementions","numberofuniquelinks","uniquetweets","numberofsingleposters","singletonpercentage","fauxtopresencepercentage","meantweetcharacterlength","Freq"
"1","Debate8.csv","19931","0.0480658271035071","0.996889267974512","0.488585620390347","0.0378806883748934","0.403090662786614","0.00110380813807636","0.00215744317896744","0.0436882782310004","129","407","1823","9316","1648","2","363","15358","5444","0.584370974667239","0.00612111785660529","103.992423862325",1
