"","inputfile3","numberoftweets","linkpresencepercentage","hashpresencepercentage","mentionpresencepercentage","replytopresencepercentage","rtpresencepercentage","Freq"
"1","2537.csv","173021","0.397870778691604","0.276434652441033","0.549245467313216","0.11031608879847","0.364712953918888",1
